time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake
741.900000,e3,1369.468,22.6253,8869.468,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.000000,e3,1371.731,22.6294,8871.731,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.100000,e3,1373.994,22.6335,8873.994,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.200000,e3,1376.257,22.6376,8876.257,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.300000,e3,1378.521,22.6417,8878.521,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.400000,e3,1380.786,22.6459,8880.786,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.500000,e3,1383.050,22.6500,8883.050,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.600000,e3,1385.316,22.6541,8885.316,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.700000,e3,1387.581,22.6582,8887.581,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.800000,e3,1389.847,22.6623,8889.847,63.141719,0.000000,0.0000,0,0.2000,0.0000
742.900000,e3,1392.114,22.6665,8892.114,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.000000,e3,1394.380,22.6706,8894.380,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.100000,e3,1396.645,22.6187,8896.645,63.141719,0.000000,0.0000,0,0.0000,0.3500
743.200000,e3,1398.907,22.6228,8898.907,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.300000,e3,1401.170,22.6270,8901.170,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.400000,e3,1403.432,22.6311,8903.432,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.500000,e3,1405.696,22.6352,8905.696,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.600000,e3,1407.959,22.6393,8907.959,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.700000,e3,1410.224,22.6434,8910.224,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.800000,e3,1412.488,22.6476,8912.488,63.141719,0.000000,0.0000,0,0.2000,0.0000
743.900000,e3,1414.753,22.6517,8914.753,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.000000,e3,1417.018,22.6558,8917.018,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.100000,e3,1419.284,22.6599,8919.284,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.200000,e3,1421.550,22.6640,8921.550,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.300000,e3,1423.817,22.6682,8923.817,63.141719,0.000000,0.0000,0,0.2000,0.0000
