time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake
500.300000,e2,1264.133,22.6669,6264.133,57.002421,0.000000,0.0000,0,0.2000,0.0000
500.400000,e2,1266.397,22.6139,6266.397,57.002421,0.000000,0.0000,0,0.0000,0.3500
500.500000,e2,1268.658,22.6169,6268.658,57.002421,0.000000,0.0000,0,0.2000,0.0000
500.600000,e2,1270.920,22.6199,6270.920,57.002421,0.000000,0.0000,0,0.2000,0.0000
500.700000,e2,1273.182,22.6229,6273.182,57.002421,0.000000,0.0000,0,0.2000,0.0000
500.800000,e2,1275.445,22.6259,6275.445,57.002421,0.000000,0.0000,0,0.2000,0.0000
500.900000,e2,1277.707,22.6289,6277.707,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.000000,e2,1279.970,22.6319,6279.970,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.100000,e2,1282.234,22.6348,6282.234,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.200000,e2,1284.497,22.6378,6284.497,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.300000,e2,1286.761,22.6408,6286.761,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.400000,e2,1289.025,22.6438,6289.025,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.500000,e2,1291.290,22.6468,6291.290,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.600000,e2,1293.555,22.6498,6293.555,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.700000,e2,1295.820,22.6528,6295.820,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.800000,e2,1298.085,22.6558,6298.085,57.002421,0.000000,0.0000,0,0.2000,0.0000
501.900000,e2,1300.351,22.6588,6300.351,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.000000,e2,1302.617,22.6618,6302.617,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.100000,e2,1304.883,22.6647,6304.883,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.200000,e2,1307.150,22.6677,6307.150,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.300000,e2,1309.414,22.6147,6309.414,57.002421,0.000000,0.0000,0,0.0000,0.3500
502.400000,e2,1311.676,22.6177,6311.676,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.500000,e2,1313.938,22.6207,6313.938,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.600000,e2,1316.200,22.6237,6316.200,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.700000,e2,1318.462,22.6267,6318.462,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.800000,e2,1320.725,22.6297,6320.725,57.002421,0.000000,0.0000,0,0.2000,0.0000
502.900000,e2,1322.988,22.6327,6322.988,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.000000,e2,1325.252,22.6357,6325.252,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.100000,e2,1327.516,22.6386,6327.516,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.200000,e2,1329.780,22.6416,6329.780,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.300000,e2,1332.044,22.6446,6332.044,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.400000,e2,1334.308,22.6476,6334.308,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.500000,e2,1336.573,22.6506,6336.573,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.600000,e2,1338.839,22.6536,6338.839,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.700000,e2,1341.104,22.6566,6341.104,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.800000,e2,1343.370,22.6596,6343.370,57.002421,0.000000,0.0000,0,0.2000,0.0000
503.900000,e2,1345.636,22.6626,6345.636,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.000000,e2,1347.902,22.6655,6347.902,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.100000,e2,1350.169,22.6685,6350.169,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.200000,e2,1352.433,22.6155,6352.433,57.002421,0.000000,0.0000,0,0.0000,0.3500
504.300000,e2,1354.695,22.6185,6354.695,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.400000,e2,1356.957,22.6215,6356.957,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.500000,e2,1359.219,22.6245,6359.219,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.600000,e2,1361.482,22.6275,6361.482,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.700000,e2,1363.745,22.6305,6363.745,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.800000,e2,1366.008,22.6335,6366.008,57.002421,0.000000,0.0000,0,0.2000,0.0000
504.900000,e2,1368.272,22.6365,6368.272,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.000000,e2,1370.535,22.6394,6370.535,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.100000,e2,1372.799,22.6424,6372.799,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.200000,e2,1375.064,22.6454,6375.064,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.300000,e2,1377.329,22.6484,6377.329,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.400000,e2,1379.594,22.6514,6379.594,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.500000,e2,1381.859,22.6544,6381.859,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.600000,e2,1384.124,22.6574,6384.124,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.700000,e2,1386.390,22.6604,6386.390,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.800000,e2,1388.656,22.6634,6388.656,57.002421,0.000000,0.0000,0,0.2000,0.0000
505.900000,e2,1390.923,22.6664,6390.923,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.000000,e2,1393.190,22.6693,6393.190,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.100000,e2,1395.454,22.6163,6395.454,57.002421,0.000000,0.0000,0,0.0000,0.3500
506.200000,e2,1397.716,22.6193,6397.716,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.300000,e2,1399.978,22.6223,6399.978,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.400000,e2,1402.240,22.6253,6402.240,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.500000,e2,1404.503,22.6283,6404.503,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.600000,e2,1406.766,22.6313,6406.766,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.700000,e2,1409.029,22.6343,6409.029,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.800000,e2,1411.293,22.6373,6411.293,57.002421,0.000000,0.0000,0,0.2000,0.0000
506.900000,e2,1413.557,22.6403,6413.557,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.000000,e2,1415.821,22.6432,6415.821,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.100000,e2,1418.085,22.6462,6418.085,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.200000,e2,1420.350,22.6492,6420.350,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.300000,e2,1422.615,22.6522,6422.615,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.400000,e2,1424.881,22.6552,6424.881,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.500000,e2,1427.146,22.6582,6427.146,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.600000,e2,1429.412,22.6612,6429.412,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.700000,e2,1431.678,22.6642,6431.678,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.800000,e2,1433.945,22.6672,6433.945,57.002421,0.000000,0.0000,0,0.2000,0.0000
507.900000,e2,1436.209,22.6141,6436.209,57.002421,0.000000,0.0000,0,0.0000,0.3500
508.000000,e2,1438.471,22.6171,6438.471,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.100000,e2,1440.732,22.6201,6440.732,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.200000,e2,1442.995,22.6231,6442.995,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.300000,e2,1445.257,22.6261,6445.257,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.400000,e2,1447.520,22.6291,6447.520,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.500000,e2,1449.783,22.6321,6449.783,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.600000,e2,1452.046,22.6351,6452.046,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.700000,e2,1454.310,22.6381,6454.310,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.800000,e2,1456.574,22.6411,6456.574,57.002421,0.000000,0.0000,0,0.2000,0.0000
508.900000,e2,1458.838,22.6441,6458.838,57.002421,0.000000,0.0000,0,0.2000,0.0000
