time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,throttle,brake
500.5000000000453,e2,1251.2947287803936,22.620035361551114,6251.294728780389,67.22481050036163,0.2,0.0
500.6000000000453,e2,1253.5569137612074,22.623664254726872,6253.556913761203,67.22481050036163,0.2,0.0
500.70000000004535,e2,1255.819461625878,22.62729303868209,6255.819461625873,67.22481050036163,0.2,0.0
500.8000000000454,e2,1258.0823723634826,22.630921713409524,6258.082372363478,67.22481050036163,0.2,0.0
500.9000000000454,e2,1260.3456459630981,22.634550278901923,6260.345645963093,67.22481050036163,0.2,0.0
501.0000000000454,e2,1262.6092824138009,22.638178735152046,6262.609282413796,67.22481050036163,0.2,0.0
501.10000000004544,e2,1264.8732817046662,22.641807082152646,6264.873281704661,67.22481050036163,0.2,0.0
501.20000000004546,e2,1267.1376438247687,22.64543531989648,6267.1376438247635,67.22481050036163,0.2,0.0
501.3000000000455,e2,1269.4023687631823,22.64906344837631,6269.402368763177,67.22481050036163,0.2,0.0
501.4000000000455,e2,1271.6674565089804,22.652691467584894,6271.667456508975,67.22481050036163,0.2,0.0
501.50000000004553,e2,1273.9329070512354,22.656319377514993,6273.93290705123,67.22481050036163,0.2,0.0
501.60000000004555,e2,1276.198720379019,22.659947178159367,6276.198720379014,67.22481050036163,0.2,0.0
501.7000000000456,e2,1278.4648964814025,22.663574869510782,6278.464896481398,67.22481050036163,0.2,0.0
501.8000000000456,e2,1280.7314353474562,22.667202451562,6280.731435347451,67.22481050036163,0.2,0.0
501.9000000000456,e2,1282.9934369662496,22.57282992430579,6282.993436966244,67.22481050036163,0.0,0.35
502.00000000004565,e2,1285.2509014743293,22.57646023728638,6285.250901474324,67.22481050036163,0.2,0.0
502.10000000004567,e2,1287.5087290082506,22.580090441140793,6287.508729008245,67.22481050036163,0.2,0.0
502.2000000000457,e2,1289.7669195571007,22.58372053586177,6289.766919557095,67.22481050036163,0.2,0.0
502.3000000000457,e2,1292.0254731099658,22.58735052144204,6292.02547310996,67.22481050036163,0.2,0.0
