time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake,brake_f_head_n,brake_f_train_air_n,brake_f_tail_n,diesel_rpm_0,diesel_apparent_0,diesel_f_n_0,diesel_run_up_0,diesel_rpm_1,diesel_apparent_1,diesel_f_n_1,diesel_run_up_1
57.000000,e10783,777.249,15.3040,471.673,14.955799,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,35247.4,1.0000,1500.0,1.0000,56302.7,1.0000
58.000000,e10783,792.648,15.4946,487.072,15.344141,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,34965.7,1.0000,1500.0,1.0000,55819.8,1.0000
59.000000,e10783,808.237,15.6828,502.661,15.733995,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,34687.5,1.0000,1500.0,1.0000,55343.9,1.0000
60.000000,e10783,824.013,15.8692,518.437,16.125278,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,34413.1,1.0000,1500.0,1.0000,54876.0,1.0000
61.000000,e10783,839.974,16.0538,534.398,16.517913,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,34141.7,1.0000,1500.0,1.0000,54414.2,1.0000
62.000000,e10783,856.119,16.2366,550.543,16.911819,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,33873.2,1.0000,1500.0,1.0000,53958.6,1.0000
63.000000,e10783,872.447,16.4178,566.871,17.306923,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,33607.5,1.0000,1500.0,1.0000,53509.1,1.0000
64.000000,e10783,888.954,16.5971,583.378,17.703149,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,33344.6,1.0000,1500.0,1.0000,53065.5,1.0000
65.000000,e10783,905.640,16.7749,600.064,18.099808,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,33084.8,1.0000,1500.0,1.0000,52494.4,1.0000
66.000000,e10783,922.503,16.9503,616.927,18.496707,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,32827.4,1.0000,1500.0,1.0000,51906.5,1.0000
67.000000,e10779,3.332,17.1236,633.964,18.893825,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,32573.7,1.0000,1500.0,1.0000,51339.3,1.0000
68.000000,e10779,20.541,17.2949,651.173,19.291216,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,32338.7,1.0000,1500.0,1.0000,50791.3,1.0000
69.000000,e10779,37.921,17.4642,668.552,19.688888,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,32112.6,1.0000,1500.0,1.0000,50261.2,1.0000
70.000000,e10779,55.469,17.6312,686.100,20.086821,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,31889.5,1.0000,1500.0,1.0000,49748.6,1.0000
71.000000,e10779,73.182,17.7961,703.814,20.484997,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,31669.5,1.0000,1500.0,1.0000,49253.1,1.0000
72.000000,e10779,91.060,17.9594,721.691,20.883404,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,31452.5,1.0000,1500.0,1.0000,48773.9,1.0000
73.000000,e10779,109.100,18.1213,739.732,21.282028,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,31237.9,1.0000,1500.0,1.0000,48308.8,1.0000
74.000000,e10779,127.302,18.2812,757.933,21.680848,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,31025.2,1.0000,1500.0,1.0000,47856.8,1.0000
75.000000,e10779,145.662,18.4398,776.294,22.079853,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,30815.4,1.0000,1500.0,1.0000,47418.7,1.0000
76.000000,e10779,164.180,18.5970,794.812,22.479029,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,30607.5,1.0000,1500.0,1.0000,46992.7,1.0000
77.000000,e10779,182.855,18.7527,813.487,22.878361,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,30401.7,1.0000,1500.0,1.0000,46578.7,1.0000
78.000000,e10779,201.685,18.9069,832.317,23.277835,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,30198.0,1.0000,1500.0,1.0000,46175.9,1.0000
79.000000,e10779,220.668,19.0590,851.300,23.677431,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,29996.5,1.0000,1500.0,1.0000,45784.5,1.0000
80.000000,e10779,239.803,19.2101,870.434,24.077146,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,29797.7,1.0000,1500.0,1.0000,45405.0,1.0000
81.000000,e10779,259.087,19.3591,889.719,24.476957,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,29600.7,1.0000,1500.0,1.0000,45035.2,1.0000
82.000000,e10779,278.520,19.5063,909.151,24.876854,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,29406.4,1.0000,1500.0,1.0000,44676.4,1.0000
83.000000,e10779,298.099,19.6522,928.731,25.276830,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,29214.7,1.0000,1500.0,1.0000,44328.3,1.0000
84.000000,e10779,317.824,19.7968,948.455,25.676874,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,29024.7,1.0000,1500.0,1.0000,43988.8,1.0000
85.000000,e10779,337.692,19.9405,968.324,26.076979,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,28836.6,1.0000,1500.0,1.0000,43658.1,1.0000
86.000000,e10779,357.704,20.0827,988.335,26.477211,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,28665.2,1.0000,1500.0,1.0000,43334.8,1.0000
87.000000,e10779,377.857,20.2239,1008.489,26.877568,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,28496.0,1.0000,1500.0,1.0000,43020.1,1.0000
88.000000,e10779,398.151,20.3642,1028.783,27.278043,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,28328.2,1.0000,1500.0,1.0000,42712.7,1.0000
89.000000,e10779,418.585,20.5031,1049.217,27.678617,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,28161.4,1.0000,1500.0,1.0000,42411.8,1.0000
90.000000,e10779,439.157,20.6408,1069.788,28.079286,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27996.6,1.0000,1500.0,1.0000,42118.7,1.0000
91.000000,e10779,459.866,20.7769,1090.497,28.480035,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27833.3,1.0000,1500.0,1.0000,41832.6,1.0000
92.000000,e10779,480.710,20.9119,1111.342,28.880860,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27671.9,1.0000,1500.0,1.0000,41553.9,1.0000
93.000000,e10779,501.689,21.0453,1132.320,29.281748,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27512.0,1.0000,1500.0,1.0000,41281.7,1.0000
94.000000,e10779,522.800,21.1772,1153.432,29.682690,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27354.1,1.0000,1500.0,1.0000,41016.6,1.0000
95.000000,e10779,544.043,21.3084,1174.674,30.083686,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27198.0,1.0000,1500.0,1.0000,40758.3,1.0000
96.000000,e10779,565.416,21.4388,1196.048,30.484727,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,27043.0,1.0000,1500.0,1.0000,40505.1,1.0000
97.000000,e10779,586.920,21.5680,1217.551,30.885801,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26888.9,1.0000,1500.0,1.0000,40257.0,1.0000
98.000000,e10779,608.552,21.6965,1239.184,31.286905,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26736.4,1.0000,1500.0,1.0000,40014.7,1.0000
