time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake
51.000000,e10783,688.643,14.1159,383.067,12.653988,0.000000,0.0000,0,1.0000,0.0000
52.000000,e10783,702.860,14.3186,397.284,13.031260,0.000000,0.0000,0,1.0000,0.0000
53.000000,e10783,717.279,14.5193,411.703,13.410613,0.000000,0.0000,0,1.0000,0.0000
54.000000,e10783,731.898,14.7179,426.322,13.791945,0.000000,0.0000,0,1.0000,0.0000
55.000000,e10783,746.714,14.9146,441.138,14.175160,0.000000,0.0000,0,1.0000,0.0000
56.000000,e10783,761.726,15.1092,456.150,14.560163,0.000000,0.0000,0,1.0000,0.0000
57.000000,e10783,776.932,15.3018,471.356,14.946860,0.000000,0.0000,0,1.0000,0.0000
58.000000,e10783,792.329,15.4925,486.753,15.335162,0.000000,0.0000,0,1.0000,0.0000
59.000000,e10783,807.916,15.6813,502.340,15.724984,0.000000,0.0000,0,1.0000,0.0000
60.000000,e10783,823.691,15.8682,518.115,16.116241,0.000000,0.0000,0,1.0000,0.0000
61.000000,e10783,839.651,16.0532,534.075,16.508851,0.000000,0.0000,0,1.0000,0.0000
62.000000,e10783,855.796,16.2363,550.220,16.902736,0.000000,0.0000,0,1.0000,0.0000
63.000000,e10783,872.123,16.4176,566.547,17.297819,0.000000,0.0000,0,1.0000,0.0000
64.000000,e10783,888.630,16.5971,583.054,17.694026,0.000000,0.0000,0,1.0000,0.0000
65.000000,e10783,905.316,16.7745,599.740,18.090662,0.000000,0.0000,0,1.0000,0.0000
66.000000,e10783,922.178,16.9498,616.602,18.487537,0.000000,0.0000,0,1.0000,0.0000
67.000000,e10779,3.007,17.1230,633.639,18.884633,0.000000,0.0000,0,1.0000,0.0000
68.000000,e10779,20.216,17.2942,650.847,19.282002,0.000000,0.0000,0,1.0000,0.0000
69.000000,e10779,37.595,17.4635,668.226,19.679653,0.000000,0.0000,0,1.0000,0.0000
70.000000,e10779,55.142,17.6309,685.773,20.077570,0.000000,0.0000,0,1.0000,0.0000
71.000000,e10779,72.856,17.7965,703.487,20.475734,0.000000,0.0000,0,1.0000,0.0000
72.000000,e10779,90.734,17.9603,721.365,20.874128,0.000000,0.0000,0,1.0000,0.0000
73.000000,e10779,108.775,18.1223,739.407,21.272737,0.000000,0.0000,0,1.0000,0.0000
74.000000,e10779,126.978,18.2827,757.609,21.671544,0.000000,0.0000,0,1.0000,0.0000
75.000000,e10779,145.340,18.4413,775.971,22.070535,0.000000,0.0000,0,1.0000,0.0000
76.000000,e10779,163.860,18.5984,794.491,22.469694,0.000000,0.0000,0,1.0000,0.0000
77.000000,e10779,182.536,18.7538,813.167,22.869008,0.000000,0.0000,0,1.0000,0.0000
78.000000,e10779,201.366,18.9077,831.998,23.268462,0.000000,0.0000,0,1.0000,0.0000
79.000000,e10779,220.350,19.0600,850.982,23.668044,0.000000,0.0000,0,1.0000,0.0000
80.000000,e10779,239.486,19.2108,870.117,24.067740,0.000000,0.0000,0,1.0000,0.0000
81.000000,e10779,258.771,19.3602,889.403,24.467538,0.000000,0.0000,0,1.0000,0.0000
82.000000,e10779,278.205,19.5081,908.837,24.867427,0.000000,0.0000,0,1.0000,0.0000
83.000000,e10779,297.787,19.6546,928.418,25.267394,0.000000,0.0000,0,1.0000,0.0000
84.000000,e10779,317.514,19.7997,948.145,25.667428,0.000000,0.0000,0,1.0000,0.0000
85.000000,e10779,337.385,19.9434,968.017,26.067518,0.000000,0.0000,0,1.0000,0.0000
86.000000,e10779,357.400,20.0858,988.031,26.467741,0.000000,0.0000,0,1.0000,0.0000
87.000000,e10779,377.556,20.2269,1008.188,26.868086,0.000000,0.0000,0,1.0000,0.0000
88.000000,e10779,397.853,20.3668,1028.485,27.268543,0.000000,0.0000,0,1.0000,0.0000
89.000000,e10779,418.289,20.5055,1048.921,27.669103,0.000000,0.0000,0,1.0000,0.0000
90.000000,e10779,438.863,20.6429,1069.495,28.069756,0.000000,0.0000,0,1.0000,0.0000
91.000000,e10779,459.574,20.7791,1090.206,28.470493,0.000000,0.0000,0,1.0000,0.0000
92.000000,e10779,480.421,20.9141,1111.052,28.871305,0.000000,0.0000,0,1.0000,0.0000
93.000000,e10779,501.402,21.0480,1132.034,29.272184,0.000000,0.0000,0,1.0000,0.0000
94.000000,e10779,522.516,21.1808,1153.148,29.673121,0.000000,0.0000,0,1.0000,0.0000
95.000000,e10779,543.763,21.3124,1174.395,30.074108,0.000000,0.0000,0,1.0000,0.0000
96.000000,e10779,565.141,21.4429,1195.772,30.475138,0.000000,0.0000,0,1.0000,0.0000
97.000000,e10779,586.648,21.5724,1217.280,30.876202,0.000000,0.0000,0,1.0000,0.0000
98.000000,e10779,608.285,21.7007,1238.916,31.277293,0.000000,0.0000,0,1.0000,0.0000
99.000000,e10779,630.049,21.8280,1260.681,31.678404,0.000000,0.0000,0,1.0000,0.0000
100.000000,e10779,651.941,21.9543,1282.572,32.079527,0.000000,0.0000,0,1.0000,0.0000
101.000000,e10779,673.247,20.6585,1303.878,32.079527,0.000000,0.0000,0,0.0000,1.0000
102.000000,e10779,693.245,19.3378,1323.877,32.079527,0.000000,0.0000,0,0.0000,1.0000
103.000000,e10779,711.913,17.9971,1342.544,32.079527,0.000000,0.0000,0,0.0000,1.0000
104.000000,e10779,729.231,16.6403,1359.863,32.079527,0.000000,0.0000,0,0.0000,1.0000
105.000000,e10779,745.172,15.2418,1375.804,32.079527,0.000000,0.0000,0,0.0000,1.0000
106.000000,e10779,759.821,14.0556,1390.452,32.079527,0.000000,0.0000,0,0.0000,0.0000
107.000000,e10779,773.398,13.0984,1404.030,32.079527,0.000000,0.0000,0,0.0000,0.0000
108.000000,e10779,786.112,12.3293,1416.743,32.079527,0.000000,0.0000,0,0.0000,0.0000
109.000000,e10779,798.125,11.6963,1428.756,32.079527,0.000000,0.0000,0,0.0000,0.0000
110.000000,e10779,809.577,11.2089,1440.209,32.079527,0.000000,0.0000,0,0.0000,0.0000
111.000000,e10779,820.619,10.8746,1451.250,32.079527,0.000000,0.0000,0,0.0000,0.0000
112.000000,e10779,831.406,10.6988,1462.037,32.079527,0.000000,0.0000,0,0.0000,0.0000
113.000000,e10779,842.097,10.6849,1472.729,32.079527,0.000000,0.0000,0,0.0000,0.0000
114.000000,e10779,852.775,10.6711,1483.407,32.079527,0.000000,0.0000,0,0.0000,0.0000
115.000000,e10777,2.236,10.6573,1494.071,32.079527,0.000000,0.0000,0,0.0000,0.0000
116.000000,e10777,12.887,10.6435,1504.722,32.079527,0.000000,0.0000,0,0.0000,0.0000
117.000000,e10777,23.523,10.6297,1515.358,32.079527,0.000000,0.0000,0,0.0000,0.0000
118.000000,e10777,34.146,10.6159,1525.981,32.079527,0.000000,0.0000,0,0.0000,0.0000
119.000000,e10777,44.755,10.6022,1536.590,32.079527,0.000000,0.0000,0,0.0000,0.0000
120.000000,e10777,55.350,10.5884,1547.185,32.079527,0.000000,0.0000,0,0.0000,0.0000
121.000000,e10777,65.932,10.5747,1557.767,32.079527,0.000000,0.0000,0,0.0000,0.0000
122.000000,e10777,76.500,10.5609,1568.335,32.079527,0.000000,0.0000,0,0.0000,0.0000
123.000000,e10777,87.054,10.5472,1578.889,32.079527,0.000000,0.0000,0,0.0000,0.0000
124.000000,e10777,97.594,10.5335,1589.429,32.079527,0.000000,0.0000,0,0.0000,0.0000
125.000000,e10777,108.121,10.5198,1599.956,32.079527,0.000000,0.0000,0,0.0000,0.0000
126.000000,e10777,118.634,10.5061,1610.469,32.079527,0.000000,0.0000,0,0.0000,0.0000
127.000000,e10777,129.133,10.4925,1620.968,32.079527,0.000000,0.0000,0,0.0000,0.0000
128.000000,e10777,139.619,10.4788,1631.454,32.079527,0.000000,0.0000,0,0.0000,0.0000
129.000000,e10777,150.091,10.4651,1641.926,32.079527,0.000000,0.0000,0,0.0000,0.0000
130.000000,e10777,160.549,10.4515,1652.384,32.079527,0.000000,0.0000,0,0.0000,0.0000
131.000000,e10777,170.994,10.4379,1662.829,32.079527,0.000000,0.0000,0,0.0000,0.0000
132.000000,e10777,181.425,10.4242,1673.260,32.079527,0.000000,0.0000,0,0.0000,0.0000
133.000000,e10777,191.842,10.4106,1683.677,32.079527,0.000000,0.0000,0,0.0000,0.0000
134.000000,e10777,202.246,10.3970,1694.081,32.079527,0.000000,0.0000,0,0.0000,0.0000
135.000000,e10777,212.636,10.3834,1704.471,32.079527,0.000000,0.0000,0,0.0000,0.0000
136.000000,e10777,223.013,10.3699,1714.848,32.079527,0.000000,0.0000,0,0.0000,0.0000
137.000000,e10777,233.376,10.3563,1725.211,32.079527,0.000000,0.0000,0,0.0000,0.0000
138.000000,e10777,243.726,10.3427,1735.561,32.079527,0.000000,0.0000,0,0.0000,0.0000
139.000000,e10777,254.062,10.3292,1745.897,32.079527,0.000000,0.0000,0,0.0000,0.0000
140.000000,e10777,264.384,10.3157,1756.219,32.079527,0.000000,0.0000,0,0.0000,0.0000
141.000000,e10777,274.693,10.3021,1766.528,32.079527,0.000000,0.0000,0,0.0000,0.0000
142.000000,e10777,284.988,10.2886,1776.823,32.079527,0.000000,0.0000,0,0.0000,0.0000
143.000000,e10777,295.270,10.2751,1787.105,32.079527,0.000000,0.0000,0,0.0000,0.0000
144.000000,e10777,305.539,10.2616,1797.373,32.079527,0.000000,0.0000,0,0.0000,0.0000
145.000000,e10777,315.793,10.2482,1807.628,32.079527,0.000000,0.0000,0,0.0000,0.0000
146.000000,e10777,326.035,10.2347,1817.870,32.079527,0.000000,0.0000,0,0.0000,0.0000
147.000000,e10777,336.263,10.2212,1828.098,32.079527,0.000000,0.0000,0,0.0000,0.0000
148.000000,e10777,346.477,10.2078,1838.312,32.079527,0.000000,0.0000,0,0.0000,0.0000
149.000000,e10777,356.678,10.1943,1848.513,32.079527,0.000000,0.0000,0,0.0000,0.0000
150.000000,e10777,366.866,10.1809,1858.701,32.079527,0.000000,0.0000,0,0.0000,0.0000
151.000000,e10777,377.040,10.1675,1868.875,32.079527,0.000000,0.0000,0,0.0000,0.0000
152.000000,e10777,387.201,10.1541,1879.036,32.079527,0.000000,0.0000,0,0.0000,0.0000
153.000000,e10777,397.348,10.1407,1889.183,32.079527,0.000000,0.0000,0,0.0000,0.0000
154.000000,e10777,407.483,10.1273,1899.317,32.079527,0.000000,0.0000,0,0.0000,0.0000
155.000000,e10777,417.603,10.1139,1909.438,32.079527,0.000000,0.0000,0,0.0000,0.0000
156.000000,e10777,427.710,10.1006,1919.545,32.079527,0.000000,0.0000,0,0.0000,0.0000
157.000000,e10777,437.804,10.0872,1929.639,32.079527,0.000000,0.0000,0,0.0000,0.0000
158.000000,e10777,447.885,10.0739,1939.720,32.079527,0.000000,0.0000,0,0.0000,0.0000
159.000000,e10777,457.952,10.0606,1949.787,32.079527,0.000000,0.0000,0,0.0000,0.0000
160.000000,e10777,468.006,10.0472,1959.841,32.079527,0.000000,0.0000,0,0.0000,0.0000
161.000000,e10777,478.047,10.0339,1969.881,32.079527,0.000000,0.0000,0,0.0000,0.0000
162.000000,e10777,488.074,10.0206,1979.909,32.079527,0.000000,0.0000,0,0.0000,0.0000
163.000000,e10777,498.088,10.0073,1989.923,32.079527,0.000000,0.0000,0,0.0000,0.0000
164.000000,e10777,508.089,9.9941,1999.923,32.079527,0.000000,0.0000,0,0.0000,0.0000
165.000000,e10777,518.076,9.9808,2009.911,32.079527,0.000000,0.0000,0,0.0000,0.0000
166.000000,e10777,528.050,9.9675,2019.885,32.079527,0.000000,0.0000,0,0.0000,0.0000
167.000000,e10777,538.011,9.9543,2029.846,32.079527,0.000000,0.0000,0,0.0000,0.0000
168.000000,e10777,547.959,9.9411,2039.794,32.079527,0.000000,0.0000,0,0.0000,0.0000
169.000000,e10777,557.893,9.9278,2049.728,32.079527,0.000000,0.0000,0,0.0000,0.0000
170.000000,e10777,567.814,9.9146,2059.649,32.079527,0.000000,0.0000,0,0.0000,0.0000
171.000000,e10777,577.722,9.9014,2069.557,32.079527,0.000000,0.0000,0,0.0000,0.0000
172.000000,e10777,587.617,9.8882,2079.452,32.079527,0.000000,0.0000,0,0.0000,0.0000
173.000000,e10777,597.499,9.8750,2089.334,32.079527,0.000000,0.0000,0,0.0000,0.0000
174.000000,e10777,607.367,9.8619,2099.202,32.079527,0.000000,0.0000,0,0.0000,0.0000
175.000000,e10777,617.223,9.8487,2109.057,32.079527,0.000000,0.0000,0,0.0000,0.0000
176.000000,e10777,627.065,9.8355,2118.900,32.079527,0.000000,0.0000,0,0.0000,0.0000
177.000000,e10777,636.894,9.8224,2128.729,32.079527,0.000000,0.0000,0,0.0000,0.0000
178.000000,e10777,646.710,9.8093,2138.544,32.079527,0.000000,0.0000,0,0.0000,0.0000
179.000000,e10777,656.512,9.7961,2148.347,32.079527,0.000000,0.0000,0,0.0000,0.0000
180.000000,e10777,666.302,9.7830,2158.137,32.079527,0.000000,0.0000,0,0.0000,0.0000
